Vehicle,A,A_Ang_X,A_Ang_Z,S1,S1_Ang_Y,S1_Ang_Z,S2,S2_Ang_Y,S2_Ang_Z,B,B_Ang_X,B_Ang_Y,R,R_Ang_X,R_Ang_Z,BU,Mp01,Mp02,Mp03,Mp04,Mp05,Mp06,Mp07,Mp08,Mp09,Mp10,Mp11,Mp12,BIW_mass_swr
RV,405.4534,47.3,14.4556,716.5728,10.5502,3.4601,642.807,1.37396,0.60444,366.5596,19.55132,10.05642,579.0528,1.67518,8.08,143.7385,10.13810721,11.35373081,13.35167882,24.2937924,4.803631308,1.776711592,2.215462278,2.02304967,2.206734332,6.507153408,8.42719493,12.23455582,4416.2215
Small,522.1659,24.64,8.29752,544.782,7.07184,3.2406,722.5952,7.5332,2.39376,313.7802,20.3322,10.25916,595.1961,2.67246,5.43348,151.7399,3.276310047,2.704804966,4.309364061,4.420868129,4.542286929,4.6700713,5.663045073,5.742761847,0.450326342,5.004180229,7.21979518,12.36851366,3836.284
Mid,547.547,29.596,9.94,725.5248,2.93306,2.9472,506.7725,11.65132,2.44512,285.6384,24,11.9223,611.161,3.30528,7.01868,150.375,2.233338213,1.663727566,2.045280635,1.891257038,2.280982105,2.716914477,2.537726677,1.473124761,2.383125536,4.288208614,3.415533713,6.125239155,2523.509
RV,613.0803,39.472,11.9136,464.8057,2.29402,1.61792,601.8186,1.82016,0.19964,325.5072,16.45284,10.54378,542.6565,1.22352,10.3047,163.8965,5.438961544,4.841051414,7.045347676,5.573475146,3.94207983,7.657046639,10.0469228,7.521129718,4.106487007,5.870408407,#VALUE!,10.99971213,5168.2995
RV,448.4032,31.88356,11.49408,540.6651,9.4734,4.22002,605.2851,1.5012,0.09984,375.5625,21.5817,8.1672,575.5967,2.73672,3.33948,159.2008,5.269775954,4.916663404,4.868741074,4.031996003,4.564026979,6.751009618,4.973888077,5.628685574,6.695695241,6.267615218,7.430002335,12.66965116,6138.4565
RV,462.0856,31.2939,11.1166,519.6005,8.14752,3.91482,866.955,4.14182,0.09934,322.528,20.50956,8.8236,567.3846,0.5087,9.56736,168.3527,6.4331041,4.370069303,4.922380578,4.954219207,3.347819472,3.441902025,5.229561825,4.88706888,1.906620369,3.982835813,5.836402115,8.644132988,4409.711
Small,514.0695,25.405,8.26224,548.5425,7.1208,3.2868,718.2872,7.36892,2.39472,314.8792,20.40636,10.2102,591,2.68596,5.47344,150.2601,3.260042371,2.668847441,4.523704158,4.562265211,4.364730934,4.607151177,5.451393173,5.843072097,0.465758086,4.712088667,6.627048273,12.67943658,3775.148
RV,463.0642,31.3258,10.78,527.184,8.06552,3.85242,861.909,4.13936,0.10092,317.152,20.99808,9.0684,578.2716,0.4931,9.47904,168.4863,6.238837095,4.3303414,5.096428895,5.016239979,3.161738016,3.434830834,4.848005812,5.073616963,1.933526447,3.864825863,5.505719768,8.128619332,4121.799
RV,475.092,32.11844,11.60412,533.9197,9.17976,4.669,585.5304,3.5385,0.89604,356.544,21.63228,6.92208,580.0794,2.6182,5.31144,151.4077,4.996408012,3.345398448,4.462236231,3.651714531,2.475015809,3.058526438,4.557163832,4.08873569,4.766548689,3.963212264,5.409012737,6.953305142,3063.605
RV,451.4496,31.68888,11.65788,544.629,9.5893,4.35332,604.1889,1.4709,0.09802,375.075,21.3495,8.09996,578.1531,2.65842,3.43672,158.9322,5.622919381,4.692319973,4.815315003,4.343274451,4.631542171,6.219151442,5.020625897,5.782087906,6.826534425,6.145944241,7.426207645,12.80114728,6239.6235
Small,501.2505,26.44368,9.73368,542.268,8.31432,4.23528,589.212,5.23004,1.862,340.4674,22.1112,9.82476,562.3807,2.44224,3.66226,149.3024,3.946653508,2.968223861,6.527731795,4.098972842,4.017906921,6.188861819,5.336191581,4.829179303,6.734920182,4.469211167,5.711700775,11.59504143,4042.764
RV,468.5805,31.00048,11.73276,525.3162,9.05648,4.28316,611.3853,0.507,0.09984,375.0224,21.844,8.09838,577.7514,2.56048,3.4068,159.152,5.065428619,4.795852654,4.803367953,4.577134028,3.547613072,3.900421893,5.703726817,7.958206157,3.782125193,6.476884398,10.78870503,12.12977915,5759.415
Mid,476.7616,26.6484,11.8881,559.3586,7.52728,4.38256,646.806,6.018,2.1846,339.7086,25.57324,9.978,597.66,2.9748,5.7171,161.5004,6.150641741,6.154843373,9.884072399,4.888194318,6.402776896,5.636850593,8.755937255,6.668993565,2.198672589,7.392143462,12.8030969,18.42228203,5572.644
Small,497.2425,26.166,10.0485,538.11,8.23704,4.27392,580.788,5.25972,1.90152,340.4336,22.51524,10.02276,565.5898,2.42256,3.6889,148.2516,3.96597144,2.853615022,6.471404291,4.328683917,4.110107743,6.03791397,4.973132046,5.29018077,6.848561515,4.587721611,5.866986757,11.26324669,4046.823
Small,298.08,24.3696,8.4813,583.7888,7.74896,3.5161,510.0689,4.89412,0.5044,319.872,20.80804,7.64712,565.9605,2.74848,4.6736,170.7272,6.799945557,4.971646081,5.145890074,5.731937661,5.152561416,4.860513216,19.43066577,8.060679644,3.208092131,8.296420921,10.5065869,16.70805583,4267.342
Mid,501.566,29.8103,11.98384,542.106,9.05096,5.61792,944.6699,10.162,3.33472,348.8004,25.0614,13.47806,602.4246,1.28596,7.85892,153.0944,0.549989507,0.428127066,0.406290135,6.554538065,6.682411535,6.160538695,4.906495987,5.128468196,1.929354295,3.680991773,6.230926082,8.427678082,5363.825
RV,410.0932,47.04458,13.95008,718.2196,10.76848,3.4692,643.2585,1.3748,0.60372,363.4034,19.2642,9.85644,581.6448,1.70578,7.8496,145.8265,10.01531037,11.5277788,12.95172838,23.62571311,5.009291364,1.720513902,2.191104371,2.089311277,2.036006688,6.408656457,9.057592888,13.00315304,4291.42
RV,630.8107,39.31572,12.66176,468.176,2.3069,1.5171,665.377,2.034,0.40048,361.476,16.41276,9.1008,585.0629,0.8064,12.95616,139.1807,2.930997241,2.54515241,2.396308393,3.935061822,2.749988741,8.711586426,10.89206802,4.522014912,2.704877209,5.001729915,5.94845989,12.68544927,3871.491
Mid,514.6281,33.62044,13.09608,540.2965,9.38556,4.929,947.5256,11.4402,4.39648,370.016,23.83056,10.6812,608.0672,1.68266,7.22262,146.5402,3.59953676,4.26793845,4.217159441,3.55113391,4.168721672,3.944912527,4.358814908,3.826496175,3.495619258,6.14178546,6.068976309,8.025115085,4200.283
Small,301.74,23.928,8.3385,585.2413,7.63344,3.5007,512.563,4.85786,0.5028,320.256,21.02122,7.92324,564.661,2.85432,4.52272,170.3832,6.465302567,5.05135183,5.274344644,5.836577497,4.973232073,5.183047272,19.34991495,8.203272312,3.33066315,8.189701834,10.77517634,17.21462073,4394.662
Mid,474.1712,29.48232,11.2661,527.1317,10.106,5.66922,979,6.8862,2.18504,339.354,23.2664,12.23904,604.395,1.89582,2.41056,168.2191,5.323857216,5.056462145,7.183250878,7.37909001,5.709362866,7.392938982,9.974904216,6.344728754,2.079216378,8.398085776,10.89069376,15.21249964,5751.62
RV,449.9264,30.81596,11.67426,542.8914,9.424,4.24926,609,1.5294,0.09828,374.9625,21.6935,8.30004,583.4402,2.70594,3.4,157.8104,5.715995944,4.774972816,4.792086277,3.994391895,4.428996595,6.401875723,4.929610141,5.782087906,6.728405037,6.417364113,7.790497851,12.57102907,6233.6725
RV,502.964,30.82464,10.9054,474.0008,7.5525,3.34764,627.5604,0.5008,0.60696,357.009,19.7847,8.44032,560.7756,0.70098,7.5405,175.4725,5.60104995,5.276226215,5.65759214,6.559314142,5.514484792,7.539170625,7.889733216,6.524140043,3.530572305,5.015958667,9.010082583,12.78055489,6332.234
Small,530.7735,29.85456,10.44736,517.2585,7.29124,3.4447,666.2632,8.25888,3.0492,340.5908,20.89956,8.4577,548.6157,1.30312,6.86392,155.766,2.249540506,2.613912494,2.004743851,1.948110454,2.156060549,3.509848416,5.687951301,2.512060373,0.723444752,5.095578685,7.142013528,11.34613421,3406.592
RV,501.9014,31.06488,10.8328,474.1912,7.623,3.40816,625.8648,0.4907,0.60288,354.3186,19.227,8.2572,565.7685,0.71092,7.392,175.98,5.551993871,5.57764727,5.305368505,6.071457284,5.428407738,7.434859581,7.885628256,6.909687887,3.630914886,5.076891109,8.996492715,11.91334688,5943.306
RV,676.03,31.424,11.73042,394.526,0.91332,0.71246,754.5776,6.18512,1.6192,307.7022,19.36562,10.11,554.3272,1.4817,7.15248,140.8924,3.900147825,2.796909118,2.820881253,3.882415368,4.663621996,6.462389241,8.254858448,4.35692173,2.550758989,3.927957905,4.381926175,7.883906752,3707.001
Mid,472,27.4,11,583,8.5,4.9,681,7.8,3.2,319,25.5,11,601,2.6,6.2,149,2.8525254,2.1512379,5.3709025,4.8120744,5.0162135,4.0775986,4.9935906,5.8139084,1.6016254,5.7390211,8.394779,11.5011697,2723
Small,506.1012,23.24128,8.1891,708.9984,3.0876,2.07396,586.519,18.78496,5.89744,303.4496,16.74676,5.17038,568.9068,2.11092,3.3422,142.7384,3.13736459,2.751800141,5.364787728,3.743074294,4.278179269,10.31935839,6.070895705,8.433287356,3.175758718,6.284440821,6.772306633,6.919186829,4099.25
Mid,510.6934,33.0326,12.86646,539.7615,9.40416,5.03,953.1424,11.3942,4.32432,370.2398,23.166,10.83888,605.501,1.68436,7.22846,147.3724,3.691066236,4.244382342,4.068271178,3.849054,3.899771887,4.019841564,4.284192699,3.639837825,3.727564736,5.692459101,6.228363566,8.136289075,4168.4305
Mid,474.1712,27.17532,10.8438,585.5652,8.4201,4.94312,677.1183,7.94196,3.13664,320.4036,25.3317,10.8328,597.6945,2.56256,6.19504,149,2.948085001,2.141557329,5.588424051,4.879443442,5.159175585,4.051094209,4.861260449,5.686002415,1.600824587,5.813628374,8.613043254,11.94396473,2638.587
RV,626.3306,40.07814,13.05088,468.0832,2.3,1.5246,670.603,1.9828,0.4076,362.808,16.63654,9.0072,592.5765,0.788,12.89216,138.0965,2.762599182,2.569307203,2.279971099,4.036331795,2.832474422,9.059147127,10.86579676,4.57312368,2.499942365,4.729923146,5.771158552,12.64880377,3929.554
RV,630.6214,38.76552,12.56448,460.52,2.33128,1.5117,664.506,2.036,0.392,358.92,16.90708,9.0108,584.8281,0.79696,13.03808,138.1382,2.814860649,2.60490374,2.356729726,4.065266073,2.896785293,9.456359358,10.00409914,4.477572505,2.581390829,5.076962146,5.957324957,12.18462749,3783.46
Mid,507.3408,29.3046,10.85194,508.521,7.32672,3.83192,687.4759,5.034,0.79392,320.032,23.86654,13.03104,591.357,1.70714,10.07778,171.9312,2.269620325,1.790902406,4.212115362,3.210781466,3.357885616,3.425105863,6.374008061,3.97253565,1.53434776,6.911874177,7.922752177,9.632657673,3864.315
Mid,547,30.2,10,728,2.9,3,503,11.8,2.4,288,24,11.7,613,3.3,6.9,150,2.2536208,1.7046389,1.9628413,1.9721137,2.1744348,2.6111624,2.6420892,1.5218231,2.345596,4.3513025,3.5915181,5.9555072,2501
Small,502.3527,26.93496,9.87624,543.942,8.484,4.24536,587.9835,5.34346,1.9171,335.1946,21.85812,10.02474,568.5737,2.3808,3.626,146.6976,3.940858128,2.814444912,6.46514568,4.332898799,4.022004735,5.881046597,4.978355925,4.872004576,6.982257201,4.530745436,5.844399705,11.49431803,3856.05
Small,535.428,29.1856,10.6318,515.9143,7.2197,3.4468,669.8036,8.26728,3.0462,338.272,21.0018,8.42948,549,1.31378,6.76328,154.7052,2.30336252,2.629533485,2.027762831,2.044710973,2.091576346,3.226850142,5.712621933,2.449379404,0.677990909,5.014655048,6.822683115,11.11552173,3662.848
Small,521.6988,25.225,8.33952,549.142,7.24032,3.24852,719.077,7.35116,2.36592,313.1208,20.93784,10.35912,596.6736,2.68326,5.34492,150.3507,3.147795403,2.544993742,4.390587676,4.504822647,4.288314429,4.77493817,5.399836941,5.642451596,0.452430671,4.743470405,6.658064099,12.34363982,3880.2255
Mid,545.3448,26.68924,10.53936,530.7866,9.424,5.80348,554.9672,5.99204,2.30046,354.3939,24.61152,12.63808,592.6419,2.464,4.47656,169.428,4.292043057,3.956257664,6.77591682,5.96687013,6.61211343,5.588381554,6.839621177,8.24989954,7.177839299,10.16745679,11.20217279,14.33967025,5364.216
Small,501,26.7,9.9,540,8.4,4.2,585,5.3,1.9,338,22.2,9.9,563,2.4,3.7,148,3.8635864,2.9014896,6.2586115,4.2148821,4.0978143,5.9195235,5.2238782,5.0382674,6.6847843,4.558094,5.646763,11.8498124,4059
Mid,475.0208,29.41764,11.413,521.5879,10.088,5.60538,976.5525,6.83928,2.1846,338.708,23.0145,12.04384,609.5375,1.89924,2.36832,166.833,5.404269643,5.207476445,7.58292594,7.35593387,5.950563584,7.366027608,9.447314126,6.357236844,2.135215223,8.334069877,10.61413983,15.03920222,5957.035
Mid,504.4445,29.56512,11.9427,534.816,9.28648,5.57088,949.8454,9.908,3.38776,347.7564,25.0818,13.75754,608.6664,1.28284,7.99164,152.7144,0.533975756,0.46155374,0.433251706,6.736514958,6.284764404,6.219744682,4.716157781,5.244168161,1.927464624,3.907485062,6.147529366,8.276884637,5387.3735
RV,611.8623,39.344,11.7864,463.9723,2.29678,1.61504,604.4244,1.76544,0.19656,331.28,16.86366,10.90758,550.0685,1.2072,10.3782,162.0709,5.508520324,4.959971817,6.765173811,5.796637314,4.004127257,7.699287117,9.251221856,7.824337565,3.800267134,5.415381535,#VALUE!,10.76869192,5530.7025
RV,477.8109,31.84582,12.01004,524.9267,9.062,4.58712,593.6448,3.556,0.89352,357.984,20.91234,6.98142,585.8994,2.56516,5.33412,150.1695,4.76940717,3.433779816,4.532920606,3.454133841,2.360670816,2.987363438,4.401606797,4.096970807,4.757395451,4.042926177,5.46686314,7.362323091,3146.738
RV,487.648,34.6242,12.47688,535.3,8.70696,3.6072,617.646,0.89154,0.19988,386.0825,21.3192,8.93802,596.5441,1.79604,5.29152,151.4376,5.113014004,3.133126852,4.040323043,3.476376485,2.686278314,3.667147684,3.821578186,3.997814404,2.863915679,3.503942097,7.421030518,12.49840568,2791.608
Small,299.85,24.072,8.6054,582.2782,7.54376,3.5,507.5748,4.80592,0.506,319.84,20.63248,7.93884,560.0845,2.75072,4.60368,171.0368,6.796599127,4.854578263,5.071386424,5.851110807,5.046479269,4.910518496,19.7637629,8.589111296,3.356811634,7.802351071,10.42232355,17.5838121,4280.074
Mid,512.2775,33.57368,13.05738,535.3745,9.3465,4.902,954.6656,11.6771,4.46424,369.9414,23.73228,10.584,616.8045,1.66872,7.16568,146.7592,3.719085464,4.360021417,4.188991391,3.806756703,4.17072876,3.979339382,4.356620137,3.772365254,3.636247619,5.948366829,6.194647031,8.177464627,4164.1835
Small,302.4,23.8512,8.6649,581.2905,7.5316,3.5042,506.455,4.91568,0.5094,319.712,21.03794,7.74852,564.322,2.79216,4.6552,170.5036,6.562349034,5.006517347,5.312881015,5.888897415,5.268746624,5.010529056,21.0355883,8.05229184,3.348640232,8.047409717,10.50132044,16.33886446,4331.002
RV,403.6219,46.38238,14.4414,717.5752,10.55234,3.5539,640.485,1.42072,0.59688,365.7155,19.206,9.79704,572.1408,1.67756,7.8784,145.6525,9.843394795,11.5219772,12.89840166,23.79576966,4.796286306,1.678149489,2.20549768,2.065498512,2.100692317,6.373705926,8.899993399,12.34795541,4337.3995
RV,667.119,31.8912,11.49408,391.445,0.88848,0.70756,764.1915,6.30664,1.59232,309.4017,19.0298,9.948,552.8341,1.4874,7.17552,140.8498,3.881575693,2.922791732,2.967457864,3.81123134,4.324287126,6.498291403,8.041299921,4.75714001,2.462716262,4.107627904,4.710177187,7.970092094,3400.755
RV,465.767,31.81068,10.7976,524.2029,8.34104,3.8376,862.953,4.1533,0.1014,319.744,20.8242,8.8362,576.3234,0.5047,9.52128,166.1483,6.296161785,4.175611673,5.071915048,5.098107397,3.370873812,3.517917324,4.937783697,4.671065835,1.816624176,3.96513432,5.483109009,8.120371113,4265.755
Mid,547.4923,29.87988,9.972,734.6976,2.88028,3.0018,506.4204,11.79764,2.41536,287.7696,24.2352,11.70702,616.678,3.25644,6.80478,150.12,2.206294763,1.634748705,2.007005229,2.026346827,2.246191148,2.650329836,2.69096785,1.501278488,2.387816728,4.290384265,3.451448894,5.720264666,2502.2505
RV,676.298,32.3712,11.60172,392.867,0.90378,0.6902,751.8524,6.1194,1.584,308.7219,19.3772,10.184,555.5991,1.4781,7.06608,143.207,3.582564359,2.922791732,2.925784122,3.838165837,4.319822194,6.772453371,8.38627908,4.397853145,2.559439258,4.192299972,4.291994391,7.953675838,3536.073
Mid,473.1916,26.6908,11.78576,566.215,7.47844,4.26474,639.324,5.92242,2.2396,340.5978,25.52264,10.14,604.92,3.0288,5.61564,162.3317,5.84603267,6.157903961,10.30847903,5.123799828,6.164083953,5.297021323,8.611061354,6.754493483,2.118154794,7.356049012,12.3253694,18.35480114,5338.6575
Small,506,23.6,8.1,704,3.1,2.1,590,18.8,5.8,302,16.7,5.1,564,2.1,3.4,142,3.1155557,2.6574603,5.3594283,3.9051375,4.2975181,9.9848654,6.016745,8.707576,3.1381015,6.1073283,7.0729051,6.7046384,4315
Mid,502.8285,29.74452,11.92334,545.022,9.15032,5.57424,941.0941,9.822,3.38096,344.5896,25.7958,13.96578,605.0304,1.27842,7.90158,151.2856,0.57815162,0.43941687,0.419148731,6.763474497,6.511067649,6.057707245,4.880647589,5.246858858,1.885891858,3.880838793,5.906274579,8.184733087,5233
Mid,543.7727,30.18188,10.012,723.7048,2.92552,3.0036,499.1772,11.58288,2.4072,288.576,23.9184,11.50812,616.0037,3.23862,6.96072,150.735,2.237845454,1.653499733,1.908863164,2.040151623,2.097242365,2.692108434,2.564147569,1.509648515,2.359669576,4.331721639,3.499934388,6.02995104,2548.519
RV,506,30.8,11,476,7.5,3.4,628,0.5,0.6,354,19.5,8.4,561,0.7,7.5,175,5.7713034,5.43101,5.5034943,6.2949272,5.5533583,7.1938651,8.2099201,6.7051799,3.7163919,4.8745954,9.0599121,12.3008228,6077
RV,475.5213,32.26426,11.59704,531.8566,9.29384,4.5586,582.5904,3.4846,0.91206,359.172,21.41076,6.9966,576.9948,2.60364,5.2974,152.2684,4.857818024,3.419049588,4.375590867,3.383569309,2.567229512,2.86431075,4.423516239,4.018737194,4.35007636,4.282067918,5.419530992,7.416141242,3163.6725
Small,532.539,30.14464,10.72296,512.864,7.18466,3.4454,672.8096,8.47728,3.0444,340.7272,20.99754,8.28008,548.5608,1.27608,6.74424,154.7676,2.292378435,2.636042231,2.0319481,2.015529566,2.0801356,3.220151958,5.655057125,2.292676982,0.726567535,5.006823728,6.939427567,11.62863451,3687.936
RV,604.4934,40.152,11.8344,461.7962,2.31748,1.57216,601.2126,1.77012,0.19928,327.9344,16.7334,10.57374,539.986,1.20672,10.4118,164.141,5.227609866,4.761771145,6.662671178,5.5790542,4.171655308,7.388243598,9.351882819,7.540818539,3.957302966,5.457513653,#VALUE!,10.87370111,5379.2505
RV,410.5409,47.8676,14.20568,715.8568,10.58658,3.4895,641.5815,1.3972,0.6102,366.3027,19.24092,9.84258,574.6752,1.70238,8.0576,146.2035,9.917072899,11.17968281,13.971602,24.6096117,4.818321312,1.711868103,2.122459363,2.165926259,2.199311391,6.316514148,8.505994675,12.10855627,4560.7285
Small,299.9465,24.17712,8.3946,585.7061,7.53464,3.5147,746.5995,7.0756,1.0172,322.6762,20.83744,7.80318,554.8194,2.82744,4.4703,169.694,5.480135509,4.812569006,5.358311865,5.153297943,4.851981512,5.060588716,7.41774018,8.336497984,2.785712631,8.948663571,9.247720608,10.12014839,3930.327
Small,358.67,21.79926,8.04584,554.29,6.31284,2.85152,870.2208,9.8649,2.75128,325.5285,22.11024,10.66572,553.5918,2.533,2.3437,149.565,3.157875142,4.023780197,5.047311737,5.76495898,5.903120834,7.796123429,7.5381069,6.99079306,2.296472145,4.977208323,10.63499645,10.44992212,4018.28
RV,609.3045,39.28,11.8464,459.7127,2.32484,1.624,601.5762,1.83312,0.1996,328.0656,17.0173,10.79416,544.019,1.20768,10.4769,164.3529,5.339974049,4.962449325,7.07951522,5.339154869,4.283340676,7.814488421,9.668245846,7.918843907,4.067228049,5.415381535,#VALUE!,10.30140105,5314.3425
RV,625.5103,39.48078,12.59008,466.2736,2.31794,1.4895,667.052,1.9964,0.40768,361.224,16.42278,9.1782,588.9371,0.78464,12.73088,138.7637,2.829377723,2.494300214,2.315951705,4.212004198,2.896785293,8.76575173,10.89732228,4.357578006,2.744287756,4.691093608,5.735698284,12.41671563,3811.555
Small,517.443,24.795,8.54112,549.905,7.08624,3.31848,716.923,7.2742,2.35344,315.3816,20.65356,10.10208,591.4728,2.7405,5.36328,151.8154,3.209612573,2.774056497,4.582365658,4.502613317,4.506326221,4.767947045,5.20175247,5.600655659,0.458743657,4.658981111,6.909636915,12.90951953,3998.6765
RV,350.2113,26.18428,9.56732,544.3744,7.7077,2.76528,908.1224,0.30132,0.10198,419.1055,19.67548,5.48208,606.3696,0.88326,8.13732,169.1256,11.2025271,10.20775373,10.54882362,12.30173136,13.04877829,19.23175491,13.13384159,3.647038229,4.251957025,6.47606412,9.622662643,12.91992302,7072.6375
Mid,545.6178,26.05804,10.47488,523.4752,9.614,5.72692,550.3388,5.83392,2.29218,356.8929,24.61648,12.50416,601.4178,2.4735,4.45016,169.2936,4.366891839,3.781802402,6.967286855,5.961011642,6.768387119,5.546552351,6.811618633,7.70781981,6.803008257,9.926212145,11.78484572,13.67221867,5034.744
RV,666.65,31.9616,11.58066,397.2515,0.88542,0.6965,759.1196,6.16652,1.5856,309.2472,19.11472,10.016,547.5253,1.5183,7.3224,142.7668,3.853717494,2.903981686,2.822318278,3.857404763,4.301962464,6.263295431,8.115224026,4.507003585,2.586720102,4.165452731,4.368436408,7.842866113,3584.1465
Mid,473.6992,27.5644,10.8306,579.0356,8.5085,4.85786,683.8602,7.88892,3.2288,316.8627,25.4286,10.8526,596.0117,2.55996,6.12684,148.2103,2.866788027,2.137254854,5.43535333,5.028617748,5.02373782,3.924688653,5.003577781,5.749955408,1.608031902,5.592676062,8.273054705,11.74269426,2601.8265
Mid,504.293,29.45748,11.86768,538.866,9.20552,5.656,938.2711,9.92,3.38844,348.7308,25.7805,13.974,605.9394,1.29142,7.7736,153.3072,0.57180134,0.428348435,0.405667945,6.736514958,6.258901176,6.148074277,4.819551374,5.357177428,1.798966982,3.816126425,6.20114154,8.134468606,5110.0245
RV,675.628,31.8272,11.47536,396.106,0.89082,0.68866,756.7729,6.28308,1.6288,310.4523,18.92944,10.06,549.682,1.5054,7.19856,142.9088,3.853717494,2.841763842,2.828066381,4.017087853,4.458235101,6.609261724,8.016658552,4.452428365,2.389553997,4.318275488,4.451623308,8.253272503,3731.928
RV,461.2335,31.02536,11.61108,527.578,9.27912,4.26384,623.17,0.4949,0.10132,373.9696,21.1216,8.20692,586.7724,2.55216,3.366,160.448,4.905787797,4.58814906,4.588291776,4.482200877,3.565975458,3.950971684,5.64120465,7.848409752,3.891501721,6.305521459,10.5546203,13.27409794,5794.785
Small,300.42,24.2496,8.636,578.1531,7.44952,3.5028,505.0298,4.91372,0.4966,319.04,21.1299,7.85772,562.062,2.76864,4.63404,171.0884,6.903684884,5.198309305,4.904395483,5.816230862,5.026273146,4.9380214,20.72267887,8.480069844,3.39930292,7.644248719,10.09053659,16.61361153,4114.558
RV,603.1536,39.568,12.0576,463.5556,2.27148,1.5952,602.4852,1.78416,0.20256,327.8032,16.98056,10.8926,545.4905,1.19112,10.5294,162.7718,5.524572351,5.024387035,6.580669071,5.498157914,4.105471387,7.399763728,9.907914806,8.064541184,4.063302153,5.432234382,#VALUE!,10.81594606,5325.1605
Mid,470.3008,27.93156,11.1452,588.0138,8.5068,4.96664,680.7957,7.84056,3.22752,316.767,25.8927,11.0638,605.5676,2.62392,6.09088,147.6143,2.901018332,2.059810289,5.384329756,4.865007218,4.971067579,4.236624945,4.78635659,5.537747751,1.591214835,5.515199277,8.088369567,11.74844485,2840.089
Mid,547.7658,29.81344,9.876,727.636,2.92552,2.9916,507.8288,11.92744,2.43312,288.8064,23.5968,11.68128,610.9771,3.35544,6.85446,148.905,2.273903387,1.630487108,2.055094841,1.938587767,2.105940104,2.689497272,2.521874141,1.543889535,2.309239262,4.253398194,3.555602919,6.065684083,2532.2625
Mid,471.0088,29.42352,11.1079,524.8305,9.998,5.65098,985.5593,6.99936,2.19824,342.89,23.14732,12.14388,605.484,1.90456,2.39136,167.2672,5.307220162,5.01870857,7.532058204,7.919399948,5.436947938,8.065723341,9.679059306,6.116456108,2.041883815,7.841947652,11.51570565,14.8659048,5895.4105
Mid,470.9144,29.67636,11.49662,526.3472,9.98,5.72964,984.3845,6.98694,2.19384,338.742,23.0832,12.30004,604.879,1.90038,2.35776,166.4489,5.731465034,4.84252522,7.27045271,8.100789713,5.610044924,7.927321987,9.481829366,6.110202063,2.00973633,7.96997945,11.5544232,15.44607442,6045.07
Mid,488.8315,29.2448,11.3988,522.633,9.91956,6.0216,651.6174,5.31696,1.6762,336.0846,25.20656,13.5702,610.818,2.73024,6.85304,155.7036,21.98143107,8.389397105,10.35968983,11.0219414,6.409610678,6.121670257,8.496673448,8.330260381,2.055729689,11.26489394,11.79478342,24.59338565,7078.896
Mid,515.8244,30.87424,10.7692,552.4038,6.9552,3.60432,934.7959,9.0702,2.958,338.2203,22.5638,11.79056,550.5098,1.59456,6.881,155.6045,7.060888784,5.460272747,5.527782956,5.479751506,3.927137175,7.11260871,5.971937977,7.106534946,1.89283016,5.393459253,6.48345711,13.15584418,2694.317
RV,510.301,31.3544,11.2178,477.9516,7.6395,3.44556,625.5508,0.5082,0.59064,352.3008,19.1568,8.2488,561.7854,0.69832,7.6425,176.365,5.693390804,5.558638735,5.762158532,6.401940962,5.525591509,6.837768778,7.869208416,6.504024503,3.541721481,4.964775415,9.476668057,12.19011539,6031.4225
RV,451.136,31.92124,11.64852,541.4796,9.6064,4.26474,612.7758,1.518,0.10036,374.8125,21.8268,8.3312,585.7061,2.67354,3.42924,158.6952,5.417603435,4.687596953,4.513341559,4.050798057,4.577530018,6.36272052,4.772177482,5.652285933,6.859244221,6.398645501,7.312366956,12.95236782,5704.0335
Mid,513.4848,29.37396,10.56946,507.603,7.2648,3.73996,697.0117,4.922,0.79088,320.608,23.422,13.38216,595.074,1.66702,9.90002,171.828,2.094033652,1.82219973,4.235754785,3.354993127,3.417758762,3.176601762,5.960191646,4.28048415,1.530385085,6.971762995,7.606474645,9.627753062,4145.61
Small,501.0501,26.97768,9.9891,539.838,8.43192,4.22688,585.6435,5.32862,1.9323,336.6818,22.30656,9.91188,558.5523,2.36304,3.6741,148.814,4.052902134,2.801388209,5.945680925,4.273890449,4.114205557,5.786334221,5.401490059,5.000480395,6.935463711,4.334747394,5.881103665,11.77871353,4190.9175
RV,634.4074,39.19782,12.70528,461.6336,2.28712,1.4838,676.298,1.9948,0.39688,361.944,16.5664,8.829,591.109,0.79728,12.77696,139.9591,2.89760797,2.649399412,2.407102575,4.156202376,2.926144603,9.226156815,10.06189593,4.424241617,2.645761389,4.987168838,5.83321402,12.73430993,3727.27
RV,353.1412,25.83186,9.2496,551.5401,7.57064,2.79552,910.7788,0.29574,0.0996,425.21,19.48924,5.38056,608.1444,0.91062,8.33818,168.5376,10.56924584,9.698877554,10.6227393,13.3589114,12.40336859,19.66468586,12.48996142,3.628383302,4.175475542,6.715169972,9.548961062,13.1033702,7028.327
Mid,522.7656,29.86496,10.90872,550.9215,6.8754,3.5604,938.9451,9.1206,2.9592,337.644,22.7908,11.96284,556.493,1.63104,7.0602,154.845,7.182184635,5.377624824,5.732004592,5.841146161,4.184918487,6.964357535,5.53235707,6.810864134,1.812594585,5.254560643,6.503654795,12.53682229,2681.407
